,persona 1,persona 2,label,sentiment,date,original_index
220,marisela santibañez,pancho malo,rejects,negative,Unknown,56
221,gabriel boric,miguel littin,presides,positive,Unknown,57
222,gabriel boric,juan eduardo fuentes,invites,positive,Unknown,57
223,gabriel boric,juan antonio coloma,invites,positive,Unknown,57
224,gabriel boric,vlado mirosevic,invites,positive,Unknown,57
225,jorge alessandri,maite orsini,inquire,neutral,Unknown,58
226,maite orsini,jorge valdivia,interfere,negative,Unknown,58
227,jorge alessandri,karina soza,consult,neutral,Unknown,58
228,jorge alessandri,jorge valdivia,consider,neutral,Unknown,58
229,mirna schindler,gael yeomans,interview,positive,Unknown,59
230,gael yeomans,catalina pérez,involves,neutral,Unknown,59
231,gael yeomans,mario marcel,discusses,neutral,Unknown,59
232,jorge atria,mario marcel,analyzes,neutral,Unknown,59
233,ricardo mewes,mario marcel,opposes,negative,Unknown,59
234,maria luisa cordero,antonia barra,diagnosis,negative,Unknown,60
235,maite orsini,maria luisa cordero,criticism,negative,Unknown,60
236,alejandro barra,maria luisa cordero,support,positive,Unknown,60
237,martin padrenas,antonia barra,attack,negative,Unknown,60
238,vlado mirosevich,karol cariola,collaboration,positive,Unknown,61
239,cristhian moreira,gabriel boric,request,positive,Unknown,62
240,roberto cox,johannes kaiser,commented,negative,Unknown,63
241,johannes kaiser,roberto cox,responded,negative,Unknown,63
242,johannes kaiser,joaquin lavin,mentioned,neutral,Unknown,63
243,johannes kaiser,carmen hertz,mentioned,neutral,Unknown,63
244,frank sauerbaum,maría luisa cordero,support,positive,Unknown,64
245,maría luisa cordero,fabiola campillai,accuse,negative,Unknown,64
246,fabiola campillai,maría luisa cordero,complain,negative,Unknown,64
247,maite orsini,patricio cáceres,report,neutral,Unknown,65
248,erika olivera,enrique lee,joining,positive,Unknown,66
249,pamela jiles,ximena ossandon,competitor,neutral,Unknown,67
250,pamela jiles,matias toledo,competitor,neutral,Unknown,67
251,mauricio ojeda,izkia siches,accusation,negative,Unknown,68
252,luis sanchez,izkia siches,accusation,negative,Unknown,68
253,miguel mellado,jorge rathgeb,comment,neutral,Unknown,69
254,jorge rathgeb,miguel mellado,response,neutral,Unknown,69
255,pamela jiles,luis sanchez,opposition,negative,Unknown,70
256,luis sanchez,pamela jiles,opposition,negative,Unknown,70
257,franco parisi,pamela jiles,candidate,neutral,Unknown,70
258,franco parisi,luis sanchez,candidate,neutral,Unknown,70
259,karol cariola,giorgio jackson,vote,negative,Unknown,71
260,éricka ñanco,giorgio jackson,vote,negative,Unknown,71
261,clara sagardía,giorgio jackson,vote,negative,Unknown,71
262,bernardo berger,giorgio jackson,vote,positive,Unknown,71
263,joaquín lavín,giorgio jackson,abstain,neutral,Unknown,71
264,pablo maltés,pamela jiles,partner,positive,Unknown,72
265,pablo maltés,claudio orrego,competitor,neutral,Unknown,72
266,pablo maltés,karina oliva,competitor,neutral,Unknown,72
267,pamela jiles,pablo maltés,partner,positive,Unknown,72
268,pamela jiles,félix gonzález,collaborates,positive,Unknown,73
269,carmen hertz,gonzalo feito,critique,negative,Unknown,74
270,gonzalo feito,carmen hertz,response,negative,Unknown,74
271,carmen hertz,oscar andrade,reference,neutral,Unknown,74
272,juan antonio coloma,vlado mirosevic,collaboration,positive,Unknown,75
273,consuelo veloso,rené alinco,censorship,negative,Unknown,77
274,consuelo veloso,karol cariola,replacement,negative,Unknown,77
275,jorge rathgeb,consuelo veloso,support,positive,Unknown,77
276,johannes kaiser,jose antonio kast,support,positive,Unknown,78
277,benjamin moreno,raul soto,collaborates,neutral,Unknown,79
278,mercedes bulnes,benjamin moreno,disagrees,negative,Unknown,79
279,raul soto,jaime naranjo,supports,positive,Unknown,79
280,jaime naranjo,benjamin moreno,comments,neutral,Unknown,79
281,maite orsini,diego ibanez,participation,positive,Unknown,80
282,maite orsini,camila musante,participation,positive,Unknown,80
283,diego ibanez,camila musante,participation,positive,Unknown,80
284,maite orsini,mauricio serrano,influence,positive,Unknown,80
285,diego ibanez,mauricio serrano,influence,positive,Unknown,80
286,camila musante,mauricio serrano,influence,positive,Unknown,80
287,pamela jiles,félix gonzález,collaboration,positive,Unknown,81
288,camila flores,maria luisa cordero,concern,positive,Unknown,82
289,maria luisa cordero,camila flores,support,positive,Unknown,82
290,camila flores,camila marín,mother,positive,Unknown,82
291,percy marín,camila marín,parent,positive,Unknown,82
292,ericka ñanco,ericka ñanco,accusation,negative,Unknown,83
293,giorgio jackson,felipe caamaño,negotiated,positive,Unknown,84
294,giorgio jackson,rené alinco,negotiated,positive,Unknown,84
295,giorgio jackson,ximena ossandón,abstained,neutral,Unknown,84
296,giorgio jackson,joaquín lavín jr.,abstained,neutral,Unknown,84
297,giorgio jackson,eduardo durán,abstained,neutral,Unknown,84
298,joaquín lavín,giorgio jackson,review,neutral,Unknown,85
299,karol cariola,giorgio jackson,review,neutral,Unknown,85
300,clara sagardía,giorgio jackson,review,neutral,Unknown,85
301,bernardo berger,giorgio jackson,support,positive,Unknown,85
302,joaquín lavín,bernardo berger,abstain,neutral,Unknown,85
303,karol cariola,bernardo berger,vote,negative,Unknown,85
304,clara sagardía,bernardo berger,vote,negative,Unknown,85
305,ericka ñanco,giorgio jackson,review,neutral,Unknown,85
306,frank sauerbaum,ximena ossandon,collaborates,positive,Unknown,86
307,frank sauerbaum,camila flores,collaborates,positive,Unknown,86
308,frank sauerbaum,miguel becker,collaborates,positive,Unknown,86
309,frank sauerbaum,eduardo duran,collaborates,positive,Unknown,86
310,frank sauerbaum,jose miguel castro bascunán,collaborates,positive,Unknown,86
311,frank sauerbaum,tatiana rojas,investigates,neutral,Unknown,86
312,marco antonio ávila,sara concha,accusation,negative,Unknown,87
313,vlado mirosevic,marco antonio ávila,defense,positive,Unknown,87
314,michelle bachelet,marco antonio ávila,support,neutral,Unknown,87
315,sebastián piñera,marco antonio ávila,support,neutral,Unknown,87
316,gonzalo de la carrera,emilia schneider,attack,negative,Unknown,88
317,emilia schneider,gonzalo de la carrera,response,negative,Unknown,88
318,claudia mix,gonzalo de la carrera,intervention,neutral,Unknown,88
319,karol cariola,vlado mirosevic,collaborator,positive,Unknown,89
320,karol cariola,jorge sharp,supporter,positive,Unknown,89
321,vlado mirosevic,jorge sharp,supporter,positive,Unknown,89
322,izkia siches,elisa walker,defense,positive,Unknown,90
323,christian moreira,elisa walker,denial,negative,Unknown,90
324,christian moreira,izkia siches,president,neutral,Unknown,90
325,cristian matheson,christian moreira,member,neutral,Unknown,90
326,maría candelaria acevedo,christian moreira,member,neutral,Unknown,90
327,natalia romero,christian moreira,member,neutral,Unknown,90
328,fernando bórquez,christian moreira,member,neutral,Unknown,90
329,gonzalo winter,izkia siches,criticism,negative,Unknown,90
330,manuel cifuentes,miguel mellado,threat,negative,Unknown,91
331,manuel cifuentes,mauricio ojeda,threat,negative,Unknown,91
332,pamela jiles,gabriel boric,detractor,negative,Unknown,92
333,pamela jiles,izkia siches,critic,negative,Unknown,92
334,gabriel boric,izkia siches,leader,neutral,Unknown,92
335,juan antonio coloma,cristhian moreira,collaborate,positive,Unknown,93
336,cristhian moreira,juan antonio coloma,collaborate,positive,Unknown,93
337,daniela serrano,gabriel boric,support,positive,Unknown,94
338,daniela serrano,camila vallejo,follow,positive,Unknown,94
339,catalina pérez,tribunal supremo,involved,negative,Unknown,95
340,revolución democrática,tribunal supremo,appreciation,positive,Unknown,95
341,tribunal supremo,catalina pérez,suspension,negative,Unknown,95
342,daniela aránguiz,claudio valdivia,accusation,negative,Unknown,96
343,daniela aránguiz,jorge valdivia,comment,neutral,Unknown,96
344,daniela aránguiz,maite orsini,vote,negative,Unknown,96
345,vlado mirosevic,daniela serrano,support,positive,Unknown,97
346,vlado mirosevic,marcela riquelme,support,positive,Unknown,97
347,vlado mirosevic,marisela santibañez,support,positive,Unknown,97
348,pastor soto,daniela serrano,attack,negative,Unknown,97
349,pastor soto,marcela riquelme,attack,negative,Unknown,97
350,pastor soto,marisela santibañez,attack,negative,Unknown,97
351,vlado mirosevic,pastor soto,denounce,negative,Unknown,97
352,viviana delgado,marco antonio avila,accuse,negative,Unknown,98
353,marco antonio avila,viviana delgado,apologize,positive,Unknown,98
354,maite orsini,mago,relationship,negative,Unknown,99
355,aranguiz,maite orsini,comment,negative,Unknown,99
356,aranguiz,jorge valdivia,comment,negative,Unknown,99
357,luis mateucci,aranguiz,rumor,positive,Unknown,99
358,gabriel boric,karen medina,meeting,positive,Unknown,100
359,gabriel boric,stephan schubert,meeting,positive,Unknown,100
360,gabriel boric,claudio reyes,discussion,positive,Unknown,100
361,karen medina,gabriel boric,support,positive,Unknown,100
362,stephan schubert,gabriel boric,anticipation,positive,Unknown,100
363,claudio reyes,gabriel boric,importance,positive,Unknown,100
364,matias walker,maite orsini,support,positive,Unknown,101
365,marcos ilabaca,maite orsini,support,positive,Unknown,101
366,maite orsini,marcela sandoval,statement,neutral,Unknown,101
367,maite orsini,camila rojas,support,positive,Unknown,101
368,maite orsini,catalina pérez,support,positive,Unknown,101
369,maite orsini,ximena ossandon,support,positive,Unknown,101
370,maite orsini,paulina nuñez,support,positive,Unknown,101
371,diego schalper,conductores,responded,negative,Unknown,102
372,conductores,diego schalper,interviewed,neutral,Unknown,102
373,luis sánchez,chiara barchesi,defense,positive,Unknown,103
374,luis sánchez,lorena pizarro,comparison,negative,Unknown,103
375,lorena pizarro,chiara barchesi,response,negative,Unknown,103
376,lorena pizarro,pancho malo,association,neutral,Unknown,103
377,chiara barchesi,pancho malo,association,neutral,Unknown,103
378,nelson venegas,miguel mellado,criticizes,negative,Unknown,105
379,miguel mellado,gabriel boric,recorded,negative,Unknown,105
380,nelson venegas,gabriel boric,defends,positive,Unknown,105
381,diego schalper,marco antonio ávila,accusation,negative,Unknown,106
382,junaeb,diego schalper,response,neutral,Unknown,106
383,junaeb,marco antonio ávila,clarification,neutral,Unknown,106
384,jaime naranjo,carlos bianchi,vote,positive,Unknown,107
385,boris barrera,carlos bianchi,vote,positive,Unknown,107
386,carlos bianchi,ricardo cifuentes,vote,positive,Unknown,107
387,jorge brito,carlos bianchi,vote,positive,Unknown,107
388,ricardo cifuentes,carlos bianchi,vote,positive,Unknown,107
389,vlado mirosevic,carlos bianchi,vote,positive,Unknown,107
390,alexis sepulveda,carlos bianchi,vote,positive,Unknown,107
391,gael yeomans,carlos bianchi,vote,positive,Unknown,107
392,miguel mellado,frank sauerbaum,vote,negative,Unknown,107
393,miguel mellado,gastón von mühlenbrock,vote,negative,Unknown,107
394,frank sauerbaum,guillermo ramírez,vote,negative,Unknown,107
395,gastón von mühlenbrock,guillermo ramírez,vote,negative,Unknown,107
396,guillermo ramírez,agustín romero,vote,negative,Unknown,107
397,henry leal,izkia siches,criticizes,negative,Unknown,108
398,flor weisse,izkia siches,criticizes,negative,Unknown,108
399,sergio bobadilla,izkia siches,criticizes,negative,Unknown,108
400,henry leal,jorge burgos,quotes,neutral,Unknown,108
401,flor weisse,jorge burgos,quotes,neutral,Unknown,108
402,sergio bobadilla,jorge burgos,quotes,neutral,Unknown,108
403,diego schalper,diego schalper,insulted,negative,Unknown,109
404,diego schalper,diego schalper,attacked,negative,Unknown,109
405,maite orsini,gonzalo valenzuela,relationship,negative,Unknown,110
406,patricia maldonado,catalina pulido,discussion,neutral,Unknown,110
407,catalina pulido,maite orsini,criticism,negative,Unknown,110
408,patricia maldonado,maite orsini,criticism,negative,Unknown,110
409,catalina pulido,camila vallejo,comparison,neutral,Unknown,110
410,francesca muñoz,gabriel boric,support,positive,Unknown,111
411,sara concha,gabriel boric,support,positive,Unknown,111
412,roberto arroyo,gabriel boric,support,positive,Unknown,111
413,gaston von muhlenbrock,gabriel boric,support,positive,Unknown,111
414,hotuiti teao,gabriel boric,support,positive,Unknown,111
415,raul soto,raul soto,self,neutral,Unknown,112
416,sergio mardoff padre,marcela cartagena,question,negative,Unknown,113
417,sergio mardoff padre,leonidas romero,support,positive,Unknown,113
418,sergio mardoff padre,marlene pérez,support,positive,Unknown,113
419,sergio mardoff,marcela cartagena,case,negative,Unknown,113
420,luis cuello,presidente boric,commented,positive,Unknown,114
421,gloria guzmán,luis cuello,supported,positive,Unknown,114
422,juan antonio catalán,luis cuello,supported,positive,Unknown,114
423,presidente boric,luis cuello,announced,positive,Unknown,114
424,francisco chahuán,diego schalper,contact,neutral,Unknown,115
425,francisco chahuán,ximena ossandón,contact,neutral,Unknown,115
426,francisco chahuán,andrés longton,contact,neutral,Unknown,115
427,francisco chahuán,erika olivera,contact,neutral,Unknown,115
428,diego schalper,francisco chahuán,contact,neutral,Unknown,115
429,ximena ossandón,francisco chahuán,contact,neutral,Unknown,115
430,andrés longton,francisco chahuán,contact,neutral,Unknown,115
431,erika olivera,francisco chahuán,contact,neutral,Unknown,115
432,gonzalo de la carrera,alexis sepulveda,aggression,negative,Unknown,117
433,alexis sepulveda,gonzalo de la carrera,aggression,negative,Unknown,117
434,gonzalo de la carrera,gonzalo de la carrera,apology,positive,Unknown,117
435,diego schalper,conductores,responded,negative,Unknown,118
436,conductores,periodistas,reported,neutral,Unknown,118
437,camila rojas,maite orsini,collaborator,positive,Unknown,119
438,rene alinco,vlado mirosevic,interrupt,negative,Unknown,120
439,rene alinco,hernan palma,accuse,negative,Unknown,120
440,hernan palma,rene alinco,comment,negative,Unknown,120
441,gabriel boric,jeannette jara,government,positive,Unknown,121
442,jeannette jara,maite orsini,discussion,neutral,Unknown,121
443,jeannette jara,camila flores,discussion,neutral,Unknown,121
444,jeannette jara,roberto fantuzzi,discussion,neutral,Unknown,121
445,maite orsini,gabriel boric,support,positive,Unknown,121
446,camila flores,gabriel boric,support,positive,Unknown,121
447,roberto fantuzzi,gabriel boric,support,positive,Unknown,121
448,karol cariola,luis sánchez,dispute,negative,Unknown,122
449,luis sánchez,karol cariola,dispute,negative,Unknown,122
450,daniela aránguiz,pamela jiles,mention,positive,Unknown,123
451,daniela aránguiz,jorge valdivia,ex-partner,neutral,Unknown,123
452,jorge valdivia,daniela aránguiz,ex-partner,neutral,Unknown,123
453,daniela aránguiz,maite orsini,mention,neutral,Unknown,123
454,pamela jiles,daniela aránguiz,invitation,positive,Unknown,123
