,persona 1,persona 2,label,sentiment,date,original_index
219,maría luisa cordero,fabiola campillai,criticize,negative,Unknown,64
220,fabiola campillai,maría luisa cordero,accuse,negative,Unknown,64
221,maite orsini,patricio cáceres,report,neutral,Unknown,65
222,erika olivera,enrique lee,joining,positive,Unknown,66
223,pamela jiles,ximena ossandón,competitor,negative,Unknown,67
224,pamela jiles,matías toledo,competitor,negative,Unknown,67
225,ximena ossandón,pamela jiles,defeated_by,negative,Unknown,67
226,matías toledo,pamela jiles,defeated_by,negative,Unknown,67
227,mauricio ojeda,izkia siches,accusation,negative,Unknown,68
228,luis sánchez,izkia siches,accusation,negative,Unknown,68
229,miguel mellado,jorge rathgeb,discussed,neutral,Unknown,69
230,pamela jiles,luis sánchez,opposition,negative,Unknown,70
231,karol cariola,giorgio jackson,vote,negative,Unknown,71
232,ericka ñanco,giorgio jackson,vote,negative,Unknown,71
233,clara sagardía,giorgio jackson,vote,negative,Unknown,71
234,bernardo berger,giorgio jackson,vote,positive,Unknown,71
235,joaquín lavín,giorgio jackson,abstain,neutral,Unknown,71
236,pablo maltés,pamela jiles,partner,positive,Unknown,72
237,pablo maltés,claudio orrego,competitor,neutral,Unknown,72
238,pablo maltés,karina oliva,competitor,neutral,Unknown,72
239,pamela jiles,félix gonzález,collaborates,positive,Unknown,73
240,carmen hertz,gonzalo feito,critique,negative,Unknown,74
241,gonzalo feito,carmen hertz,response,negative,Unknown,74
242,juan antonio coloma,vlado mirosevic,collaborates,positive,Unknown,75
243,consuelo veloso,rené alinco,supported,positive,Unknown,77
244,consuelo veloso,karol cariola,potential,neutral,Unknown,77
245,jorge rathgeb,consuelo veloso,criticized,negative,Unknown,77
246,johannes kaiser,jose antonio kast,support,positive,Unknown,78
247,benjamin moreno,raul soto,comment,neutral,Unknown,79
248,mercedes bulnes,benjamin moreno,omit,neutral,Unknown,79
249,raul soto,jaime naranjo,comment,neutral,Unknown,79
250,jaime naranjo,raul soto,comment,neutral,Unknown,79
251,maite orsini,diego ibáñez,participation,positive,Unknown,80
252,maite orsini,camila musante,participation,positive,Unknown,80
253,diego ibáñez,camila musante,participation,positive,Unknown,80
254,maite orsini,mauricio serrano,influence,positive,Unknown,80
255,diego ibáñez,mauricio serrano,influence,positive,Unknown,80
256,camila musante,mauricio serrano,influence,positive,Unknown,80
257,pamela jiles,félix gonzález,collaborates,positive,Unknown,81
258,camila flores,maría luisa cordero,request,positive,Unknown,82
259,maría luisa cordero,camila flores,concern,positive,Unknown,82
260,camila flores,percy marín,relation,positive,Unknown,82
261,giorgio jackson,felipe camaño,negotiated,positive,Unknown,84
262,giorgio jackson,rené alinco,negotiated,positive,Unknown,84
263,giorgio jackson,ximena ossandón,abstained,neutral,Unknown,84
264,giorgio jackson,joaquín lavín jr.,abstained,neutral,Unknown,84
265,giorgio jackson,eduardo durán,abstained,neutral,Unknown,84
266,joaquín lavín,ericka ñanco,vote,neutral,Unknown,85
267,joaquín lavín,bernardo berger,vote,neutral,Unknown,85
268,joaquín lavín,karol cariola,vote,neutral,Unknown,85
269,joaquín lavín,clara sagardía,vote,neutral,Unknown,85
270,bernardo berger,joaquín lavín,vote,neutral,Unknown,85
271,ericka ñanco,joaquín lavín,vote,neutral,Unknown,85
272,karol cariola,joaquín lavín,vote,neutral,Unknown,85
273,clara sagardía,joaquín lavín,vote,neutral,Unknown,85
274,frank sauerbaum,ximena ossandón,accompany,positive,Unknown,86
275,frank sauerbaum,camila flores,accompany,positive,Unknown,86
276,frank sauerbaum,miguel ángel becker,accompany,positive,Unknown,86
277,frank sauerbaum,eduardo durán,accompany,positive,Unknown,86
278,frank sauerbaum,jose miguel castro,accompany,positive,Unknown,86
279,marco antonio ávila,sara concha,accusation,negative,Unknown,87
280,vlado mirosevic,marco antonio ávila,defense,positive,Unknown,87
281,michelle bachelet,marco antonio ávila,support,positive,Unknown,87
282,sebastián piñera,marco antonio ávila,support,positive,Unknown,87
283,gonzalo de la carrera,emilia schneider,criticizes,negative,Unknown,88
284,claudia mix,gonzalo de la carrera,interrupts,neutral,Unknown,88
285,emilia schneider,gonzalo de la carrera,responds,negative,Unknown,88
286,karol cariola,vlado mirosevic,collaborator,positive,Unknown,89
287,jorge sharp,karol cariola,condemnation,negative,Unknown,89
288,jorge sharp,vlado mirosevic,condemnation,negative,Unknown,89
289,christian moreira,elisa walker,denied,negative,Unknown,90
290,christian moreira,candelaria acevedo,member,neutral,Unknown,90
291,christian moreira,cristian matheson,member,neutral,Unknown,90
292,christian moreira,natalia romero,member,neutral,Unknown,90
293,christian moreira,fernando bórquez,member,neutral,Unknown,90
294,gonzalo winter,christian moreira,criticized,negative,Unknown,90
295,izkia siches,elisa walker,represented_by,neutral,Unknown,90
296,manuel cifuentes,miguel mellado,threat,negative,Unknown,91
297,manuel cifuentes,mauricio ojeda,threat,negative,Unknown,91
298,pamela jiles,gabriel boric,detractor,negative,Unknown,92
299,pamela jiles,izkia siches,critic,negative,Unknown,92
300,gabriel boric,izkia siches,evaluate,neutral,Unknown,92
301,juan antonio coloma,cristhian moreira,collaborate,positive,Unknown,93
302,daniela serrano,camila vallejo,successor,positive,Unknown,94
303,daniela serrano,gabriel boric,support,positive,Unknown,94
304,catalina pérez,catalina pérez,involved,negative,Unknown,95
305,daniela aránguiz,claudio valdivia,accusation,negative,Unknown,96
306,daniela aránguiz,jorge valdivia,mention,neutral,Unknown,96
307,daniela aránguiz,maite orsini,vote,negative,Unknown,96
308,vlado mirosevic,daniela serrano,supports,positive,Unknown,97
309,vlado mirosevic,marcela riquelme,supports,positive,Unknown,97
310,vlado mirosevic,marisela santibáñez,supports,positive,Unknown,97
311,vlado mirosevic,pastor soto,denounces,negative,Unknown,97
312,daniela serrano,pastor soto,victim,negative,Unknown,97
313,marcela riquelme,pastor soto,victim,negative,Unknown,97
314,marisela santibáñez,pastor soto,victim,negative,Unknown,97
315,viviana delgado,marco antonio ávila,accusation,negative,Unknown,98
316,marco antonio ávila,viviana delgado,apology,positive,Unknown,98
317,maite orsini,jorge valdivia,ex-partner,negative,Unknown,99
318,aránguiz,maite orsini,criticizes,negative,Unknown,99
319,luis mateucci,aránguiz,shares,positive,Unknown,99
320,gabriel boric,karen medina,meeting,positive,Unknown,100
321,gabriel boric,stephan schubert,meeting,positive,Unknown,100
322,claudio reyes,gabriel boric,discussion,positive,Unknown,100
323,matías walker,marcela sandoval,supports,positive,Unknown,101
324,matías walker,catalina pérez,supports,positive,Unknown,101
325,matías walker,ximena ossandón,supports,positive,Unknown,101
326,matías walker,paulina nuñez,supports,positive,Unknown,101
327,marcos ilabaca,marcela sandoval,supports,positive,Unknown,101
328,marcos ilabaca,catalina pérez,supports,positive,Unknown,101
329,marcos ilabaca,ximena ossandón,supports,positive,Unknown,101
330,marcos ilabaca,paulina nuñez,supports,positive,Unknown,101
331,maite orsini,marcela sandoval,supports,positive,Unknown,101
332,maite orsini,catalina pérez,supports,positive,Unknown,101
333,maite orsini,ximena ossandón,supports,positive,Unknown,101
334,maite orsini,paulina nuñez,supports,positive,Unknown,101
335,camila rojas,marcela sandoval,supports,positive,Unknown,101
336,camila rojas,catalina pérez,supports,positive,Unknown,101
337,camila rojas,ximena ossandón,supports,positive,Unknown,101
338,camila rojas,paulina nuñez,supports,positive,Unknown,101
339,marcela sandoval,catalina pérez,collaborates,positive,Unknown,101
340,marcela sandoval,ximena ossandón,collaborates,positive,Unknown,101
341,marcela sandoval,paulina nuñez,collaborates,positive,Unknown,101
342,catalina pérez,ximena ossandón,collaborates,positive,Unknown,101
343,catalina pérez,paulina nuñez,collaborates,positive,Unknown,101
344,ximena ossandón,paulina nuñez,collaborates,positive,Unknown,101
345,luis sanchez,chiara barchesi,defend,positive,Unknown,103
346,luis sanchez,lorena pizarro,compare,negative,Unknown,103
347,lorena pizarro,chiara barchesi,respond,neutral,Unknown,103
348,nelson venegas,miguel mellado,criticizes,negative,Unknown,105
349,nelson venegas,gabriel boric,discusses,neutral,Unknown,105
350,miguel mellado,gabriel boric,recorded,negative,Unknown,105
351,diego schalper,marco antonio ávila,accusation,negative,Unknown,106
352,junaeb,diego schalper,response,neutral,Unknown,106
353,jaime naranjo,gael yeomans,voted,positive,Unknown,107
354,boris barrera,gael yeomans,voted,positive,Unknown,107
355,carlos bianchi,gael yeomans,voted,positive,Unknown,107
356,jorge brito,gael yeomans,voted,positive,Unknown,107
357,ricardo cifuentes,gael yeomans,voted,positive,Unknown,107
358,vlado mirosevic,gael yeomans,voted,positive,Unknown,107
359,alexis sepulveda,gael yeomans,voted,positive,Unknown,107
360,miguel mellado,agustín romero,voted,negative,Unknown,107
361,frank sauerbaum,agustín romero,voted,negative,Unknown,107
362,gastón von mühlenbrock,agustín romero,voted,negative,Unknown,107
363,guillermo ramírez,agustín romero,voted,negative,Unknown,107
364,agustín romero,gael yeomans,voted,negative,Unknown,107
365,henry leal,izkia siches,criticizes,negative,Unknown,108
366,flor weisse,izkia siches,criticizes,negative,Unknown,108
367,sergio bobadilla,izkia siches,criticizes,negative,Unknown,108
368,henry leal,jorge burgos,quotes,neutral,Unknown,108
369,flor weisse,jorge burgos,quotes,neutral,Unknown,108
370,sergio bobadilla,jorge burgos,quotes,neutral,Unknown,108
371,diego schalper,diego schalper,insulted,negative,Unknown,109
372,maite orsini,gonzalo valenzuela,relationship,negative,Unknown,110
373,patricia maldonado,maite orsini,critique,negative,Unknown,110
374,catalina pulido,maite orsini,critique,negative,Unknown,110
375,catalina pulido,camila vallejo,comparison,negative,Unknown,110
376,francesca muñoz,roberto arroyo,signed,positive,Unknown,111
377,francesca muñoz,sara concha,signed,positive,Unknown,111
378,francesca muñoz,gaston von muhlenbrock,signed,positive,Unknown,111
379,francesca muñoz,hotuiti teao,signed,positive,Unknown,111
380,sara concha,roberto arroyo,signed,positive,Unknown,111
381,sara concha,gaston von muhlenbrock,signed,positive,Unknown,111
382,sara concha,hotuiti teao,signed,positive,Unknown,111
383,roberto arroyo,gaston von muhlenbrock,signed,positive,Unknown,111
384,roberto arroyo,hotuiti teao,signed,positive,Unknown,111
385,gaston von muhlenbrock,hotuiti teao,signed,positive,Unknown,111
386,raul soto,raul soto,speaks,positive,Unknown,112
387,sergio mardoff padre,marcela cartagena,questioning,negative,Unknown,113
388,sergio mardoff padre,leonidas romero,supporting,positive,Unknown,113
389,sergio mardoff padre,marlene pérez,supporting,positive,Unknown,113
390,leonidas romero,marcela cartagena,supporting,positive,Unknown,113
391,marlene pérez,marcela cartagena,supporting,positive,Unknown,113
392,luis cuello,gloria guzmán,support,positive,Unknown,114
393,luis cuello,juan antonio catalán,support,positive,Unknown,114
394,gloria guzmán,luis cuello,appreciation,positive,Unknown,114
395,juan antonio catalán,luis cuello,appreciation,positive,Unknown,114
396,francisco chahuán,diego schalper,contact,neutral,Unknown,115
397,francisco chahuán,ximena ossandón,contact,neutral,Unknown,115
398,francisco chahuán,andrés longton,contact,neutral,Unknown,115
399,francisco chahuán,erika olivera,contact,negative,Unknown,115
400,vlado mirosevic,karol cariola,participation,neutral,Unknown,116
401,gonzalo de la carrera,alexis sepúlveda,aggression,negative,Unknown,117
402,alexis sepúlveda,gonzalo de la carrera,aggression,negative,Unknown,117
403,gonzalo de la carrera,gonzalo de la carrera,apology,positive,Unknown,117
404,camila rojas,maite orsini,collaborates,positive,Unknown,119
405,rené alinco,vlado mirosevic,interrupt,negative,Unknown,120
406,rené alinco,hernán palma,accuse,negative,Unknown,120
407,maite orsini,jeannette jara,discussed,positive,Unknown,121
408,camila flores,jeannette jara,discussed,positive,Unknown,121
409,roberto fantuzzi,jeannette jara,discussed,positive,Unknown,121
410,jeannette jara,gabriel boric,supports,positive,Unknown,121
411,karol cariola,luis sánchez,dispute,negative,Unknown,122
412,luis sánchez,karol cariola,dispute,negative,Unknown,122
413,daniela aránguiz,pamela jiles,encouragement,positive,Unknown,123
414,daniela aránguiz,maite orsini,mention,neutral,Unknown,123
415,jorge valdivia,daniela aránguiz,relationship,neutral,Unknown,123
416,diego schalper,erika olivera,contact,neutral,Unknown,124
417,erika olivera,diego schalper,contact,neutral,Unknown,124
418,jenny álvarez,diego schalper,initiated,negative,Unknown,124
419,karol cariola,giorgio jackson,vote,negative,Unknown,125
420,ericka ñanco,giorgio jackson,vote,negative,Unknown,125
421,clara sagardia,giorgio jackson,vote,negative,Unknown,125
422,joaquín lavín,giorgio jackson,abstain,neutral,Unknown,125
423,bernardo berger,giorgio jackson,vote,positive,Unknown,125
424,diego schalper,giorgio jackson,questioned,negative,Unknown,126
425,diego schalper,jaime naranjo,questioned,negative,Unknown,126
426,diego schalper,giorgio jackson,accused,negative,Unknown,126
427,diego schalper,jaime naranjo,accused,negative,Unknown,126
428,karol cariola,joanna pérez,dialogue,positive,Unknown,127
429,joanna pérez,karol cariola,dialogue,positive,Unknown,127
430,joanna pérez,miguel calisto,respect,positive,Unknown,127
431,miguel calisto,joanna pérez,respect,positive,Unknown,127
432,miguel calisto,matías walker,agreement,neutral,Unknown,127
433,matías walker,miguel calisto,agreement,neutral,Unknown,127
434,jorge alessandri,marco antonio avila,interrogate,neutral,Unknown,128
435,ximena ossandon,marco antonio avila,interrogate,neutral,Unknown,128
436,jorge alessandri,maria begoña yarza,interrogate,neutral,Unknown,128
437,ximena ossandon,maria begoña yarza,interrogate,neutral,Unknown,128
438,andres longton,jorge alessandri,lead,positive,Unknown,128
439,andres longton,ximena ossandon,lead,positive,Unknown,128
440,luis malla,carolina tello,member,neutral,Unknown,129
441,luis malla,benjamín moreno,member,neutral,Unknown,129
442,luis malla,henry leal,member,neutral,Unknown,129
443,luis malla,álvaro carter,member,neutral,Unknown,129
444,carolina tello,benjamín moreno,member,neutral,Unknown,129
445,carolina tello,henry leal,member,neutral,Unknown,129
446,carolina tello,álvaro carter,member,neutral,Unknown,129
447,benjamín moreno,henry leal,member,neutral,Unknown,129
448,benjamín moreno,álvaro carter,member,neutral,Unknown,129
449,henry leal,álvaro carter,member,neutral,Unknown,129
450,andrés longton,luis malla,leader,neutral,Unknown,129
451,karol cariola,vlado mirosevic,companions,positive,Unknown,130
452,gonzalo de la carrera,alexis sepúlveda,aggression,negative,Unknown,131
