,persona 1,persona 2,label,sentiment,date,original_index
208,juan irarrázaval,luis mayorga,inquietar,negative,Unknown,35
209,juan irarrázaval,luis mayorga,inquietar,negative,Unknown,35
210,johannes kaiser,luis mayorga,inquietar,negative,Unknown,35
211,johannes kaiser,luis mayorga,inquietar,negative,Unknown,35
212,la cámara de diputados,región de la araucanía,aprobar,neutral,Unknown,36
213,la cámara de diputados,biobío,aprobar,neutral,Unknown,36
214,karol cariola,la cámara de diputados,votar,negative,Unknown,36
215,luis cuello,la cámara de diputados,votar,negative,Unknown,36
216,jorge brito,la cámara de diputados,votar,negative,Unknown,36
217,marcos ilabaca,la cámara de diputados,votar,negative,Unknown,36
218,francisco chahuán,gonzalo winter,critic,negative,Unknown,37
219,vlado mirosevic,rené alinco,interrupción,negative,Unknown,38
220,vlado mirosevic,democracia cristiana,respeto,positive,Unknown,38
221,vlado mirosevic,partido de la gente,respeto,positive,Unknown,38
222,sara concha,francesca muñoz,colaborate,positive,Unknown,39
223,chile vamos,partido republicano,participate,positive,Unknown,39
224,chile vamos,marco avila,oppose,negative,Unknown,39
225,partido republicano,marco avila,oppose,negative,Unknown,39
226,marco avila,corporacion,manage,neutral,Unknown,39
227,andres longton,luis thayer,suspended,negative,Unknown,40
228,luis thayer,corte de apelaciones,suspended,negative,Unknown,40
229,corte de apelaciones,servicio nacional de migraciones,suspended,negative,Unknown,40
230,servicio nacional de migraciones,corte suprema,appealed,neutral,Unknown,40
231,alberto undurraga,francisco undurraga,coalition,neutral,Unknown,41
232,alberto undurraga,diego schalper,coalition,neutral,Unknown,41
233,alberto undurraga,andres longton,coalition,neutral,Unknown,41
234,alberto undurraga,jorge guzman,coalition,neutral,Unknown,41
235,alberto undurraga,joanna perrez,coalition,neutral,Unknown,41
236,alberto undurraga,erika olivera,coalition,neutral,Unknown,41
237,alberto undurraga,eric aedo,coalition,neutral,Unknown,41
238,alberto undurraga,helia molina,coalition,neutral,Unknown,41
239,alberto undurraga,raul soto,coalition,neutral,Unknown,41
240,alberto undurraga,vladimir mirosevic,coalition,neutral,Unknown,41
241,alberto undurraga,daniel melo,coalition,neutral,Unknown,41
242,alberto undurraga,raul leiva,coalition,neutral,Unknown,41
243,ruben oyarzo,miguel calisto,patrocina,neutral,Unknown,42
244,ruben oyarzo,natalia romero,patrocina,neutral,Unknown,42
245,ruben oyarzo,udi,patrocina,neutral,Unknown,42
246,miguel calisto,natalia romero,patrocina,neutral,Unknown,42
247,miguel calisto,udi,patrocina,neutral,Unknown,42
248,natalia romero,udi,patrocina,neutral,Unknown,42
249,udi,gustavo benavente,patrocina,neutral,Unknown,42
250,udi,sergio bobadilla,patrocina,neutral,Unknown,42
251,udi,marta bravo,patrocina,neutral,Unknown,42
252,udi,eduardo cornejo,patrocina,neutral,Unknown,42
253,udi,felipe donoso,patrocina,neutral,Unknown,42
254,udi,cristian labe,patrocina,neutral,Unknown,42
255,udi,cristobal martinez,patrocina,neutral,Unknown,42
256,francisco undurraga,giorgio jackson,abstención,neutral,Unknown,43
257,danisa astudillo,giorgio jackson,abstención,neutral,Unknown,43
258,ximena ossandón,giorgio jackson,abstención,neutral,Unknown,43
259,claudia mix,giorgio jackson,abstención,neutral,Unknown,43
260,nelsons venegas,gonzalo de la carrera,requerimiento,negative,Unknown,44
261,andres longton,gonzalo de la carrera,requerimiento,negative,Unknown,44
262,jorge alessandri,gonzalo de la carrera,requerimiento,negative,Unknown,44
263,francisco undurraga,gonzalo de la carrera,requerimiento,negative,Unknown,44
264,gonzalo de la carrera,alexis sepulveda,golpe,negative,Unknown,44
265,gabriel boric,renovacion nacional,criticized,negative,Unknown,45
266,renovacion nacional,maria luisa cordero,defended,positive,Unknown,45
267,maria luisa cordero,fabiola campillai,accused,negative,Unknown,45
268,javiera martinez,henry leal,critic,negative,Unknown,46
269,javiera martinez,marlene perez,critic,negative,Unknown,46
270,henry leal,jackson,mentioned,neutral,Unknown,46
271,marlene perez,jackson,mentioned,neutral,Unknown,46
272,henry leal,alcalde vodanovic,mentioned,neutral,Unknown,46
273,marlene perez,alcalde vodanovic,mentioned,neutral,Unknown,46
274,henry leal,maipu,mentioned,neutral,Unknown,46
275,marlene perez,maipu,mentioned,neutral,Unknown,46
276,benjamin moreno,carabineros,accident,negative,Unknown,47
277,benjamin moreno,curicó,location,neutral,Unknown,47
278,benjamin moreno,maule,location,neutral,Unknown,47
279,benjamin moreno,vlrn radio,source,neutral,Unknown,47
280,benjamin moreno,parliamentary,role,neutral,Unknown,47
281,benjamin moreno,sapu,facility,neutral,Unknown,47
282,benjamin moreno,alta resolution,facility,neutral,Unknown,47
283,benjamin moreno,agunas,facility,neutral,Unknown,47
284,lorena pizarro,pamela jiles,reprochó,negative,Unknown,48
285,andres jouannet,raul soto,request,neutral,Unknown,49
286,francisco undurraga,raul soto,request,neutral,Unknown,49
287,andres jouannet,conviasa,concern,neutral,Unknown,49
288,francisco undurraga,conviasa,concern,neutral,Unknown,49
289,ximena ossandón,federico villegas,solicita,neutral,Unknown,50
290,andres longton,federico villegas,solicita,neutral,Unknown,50
291,sofia cid,federico villegas,solicita,neutral,Unknown,50
292,federico villegas,indih,visita,neutral,Unknown,50
293,santiago,nuevos diputados,actuar,neutral,Unknown,51
294,nuevos diputados,gobierno,apoyar,positive,Unknown,51
295,nuevos diputados,ferrea oposición,oposición,positive,Unknown,51
296,nuevos diputados,políticas de alianzas,establecer,positive,Unknown,51
297,nuevos diputados,sectores,alianzas,positive,Unknown,51
298,johannes kaiser,nuevos diputados,renunciar,negative,Unknown,51
299,gonzalo de la carrera,nuevos diputados,renunciar,negative,Unknown,51
300,sara concha,nuevos diputados,alejarse,negative,Unknown,51
301,camila musante,camila musante,coalition,positive,Unknown,52
302,clara sagardia,clara sagardia,coalition,positive,Unknown,52
303,mercedes bulnes,mercedes bulnes,coalition,positive,Unknown,52
304,marcela riquelme,marcela riquelme,coalition,positive,Unknown,52
305,viviana delgado,viviana delgado,coalition,positive,Unknown,52
306,mónica arce,mónica arce,coalition,positive,Unknown,52
307,hernan palma,hernan palma,coalition,positive,Unknown,52
308,gabriel boric,marisela santibanez,participación,positive,Unknown,53
309,gabriel boric,erika olivera,participación,positive,Unknown,53
310,marisela santibanez,mandatario,participación,positive,Unknown,53
311,erika olivera,mandatario,participación,positive,Unknown,53
312,mandatario,marisela santibanez,participación,positive,Unknown,53
313,mandatario,erika olivera,participación,positive,Unknown,53
314,rene alinco,karol cariola,favor,positive,Unknown,54
315,rene alinco,catalina perrera,favor,positive,Unknown,54
316,jorge alessandri,rene alinco,favor,positive,Unknown,54
317,jorge alessandri,gustavo benavente,favor,positive,Unknown,54
318,jorge alessandri,raul leiva,favor,positive,Unknown,54
319,jorge alessandri,andres longton,favor,positive,Unknown,54
320,jorge alessandri,luis sanchez,favor,positive,Unknown,54
321,jorge alessandri,leonardo soto,favor,positive,Unknown,54
322,jorge alessandri,gonzalo winter,favor,positive,Unknown,54
323,miguel angel calisto,jorge alessandri,abstention,neutral,Unknown,54
324,marcos ilabaca,jorge alessandri,abstention,neutral,Unknown,54
325,german codina,gabriel boric,conversación,neutral,Unknown,56
326,german codina,iska siches,referencia,negative,Unknown,56
327,raul leiva,gabriel boric,conversación,neutral,Unknown,56
328,raul leiva,iska siches,referencia,negative,Unknown,56
329,daniel jadue,gabriel boric,referencia,neutral,Unknown,56
330,pamela jiles,gaspar rivas,co-lead,neutral,Unknown,57
331,gaspar rivas,enrique lee,expelled,negative,Unknown,57
332,enrique lee,chahuán,criticized,negative,Unknown,57
333,jose_miguel_castro,juan_carlos_beltran,presidencia,positive,Unknown,58
334,jose_miguel_castro,raul_soto,oposición,negative,Unknown,58
335,jose_miguel_castro,marcos_ilabaca,oposición,negative,Unknown,58
336,jose_miguel_castro,ericka_nanc,oposición,negative,Unknown,58
337,jose_miguel_castro,mercedes_bulnes,oposición,negative,Unknown,58
338,jose_miguel_castro,carolina_tello,oposición,negative,Unknown,58
339,jose_miguel_castro,juan_carlos_beltran,oposición,negative,Unknown,58
340,jose_miguel_castro,juan_antonio_coloma,oposición,negative,Unknown,58
341,jose_miguel_castro,renzo_trisotti,oposición,negative,Unknown,58
342,jose_miguel_castro,chiara_barchiesi,oposición,negative,Unknown,58
343,jose_miguel_castro,johanna_ahumada,oposición,negative,Unknown,58
344,jose_miguel_castro,eric_aedo,oposición,negative,Unknown,58
345,jose_miguel_castro,ruben_oyarzo,oposición,negative,Unknown,58
346,andres longton,asimismo,investigar,neutral,Unknown,59
347,cristobal urruticoechea,asimismo,investigar,neutral,Unknown,59
348,jorge alessandri,asimismo,investigar,neutral,Unknown,59
349,francisco undurraga,asimismo,investigar,neutral,Unknown,59
350,asimismo,julio zedillo,investigar,neutral,Unknown,59
351,asimismo,jose luchsinger mackay,investigar,neutral,Unknown,59
352,asimismo,tralcal,investigar,neutral,Unknown,59
353,asimismo,celestino cordova,investigar,neutral,Unknown,59
354,el colectivo,yovanna ahumada,secretario,neutral,Unknown,60
355,el colectivo,victor pino,secretario,neutral,Unknown,60
356,vlado mirosevic,el colectivo,votacion,neutral,Unknown,60
357,miguel angel calisto,el colectivo,votacion,neutral,Unknown,60
358,gonzalo de la carrera,alexis sepúlveda,agredió,negative,Unknown,61
359,gonzalo de la carrera,marcela riquelme,discutió,negative,Unknown,61
360,alexis sepúlveda,gonzalo de la carrera,defendió,positive,Unknown,61
361,alexis sepúlveda,marcela riquelme,cuestionó,negative,Unknown,61
362,senador juan antonio coloma,senadora diputada vlado mirosevic,presidente,neutral,Unknown,63
363,senadora diputada vlado mirosevic,presidente ucrania volodimir zelenski,exposición,neutral,Unknown,63
364,vlado mirosevic,revolucion democratica,presidencia,neutral,Unknown,64
365,catalina perez,revolucion democratica,renuncia,negative,Unknown,64
366,revolucion democratica,convenios,caso,negative,Unknown,64
367,revolucion democratica,vivienda antofagasta,caso,negative,Unknown,64
368,revolucion democratica,fundacion democracia viva,caso,negative,Unknown,64
369,revolucion democratica,daniel andrade,caso,negative,Unknown,64
370,revolucion democratica,carlos contreras,caso,negative,Unknown,64
371,vlado mirosevic,pl,presidencia,neutral,Unknown,64
372,catalina perez,rd,presidencia,neutral,Unknown,64
373,claudio orrego,rodolfo carter,follows,positive,Unknown,65
374,claudio orrego,germán codina,follows,positive,Unknown,65
375,claudio orrego,michelle bachelet,follows,positive,Unknown,65
376,claudio orrego,francisco orrego,follows,positive,Unknown,65
377,claudio orrego,sebastian sichel,follows,positive,Unknown,65
378,claudio orrego,pamela jiles,follows,positive,Unknown,65
379,claudio orrego,jose antonio kast,follows,positive,Unknown,65
380,claudio orrego,sebastian piñera,follows,positive,Unknown,65
381,claudio orrego,ximena rincón,follows,positive,Unknown,65
382,claudio orrego,vladlado mirosevic,follows,positive,Unknown,65
383,estamos,fiscalia,informa,neutral,Unknown,66
384,fiscalia,valparaiso,informa,neutral,Unknown,66
385,fiscalia,ciper,informa,neutral,Unknown,66
386,ministerio público,fiscalia,informa,neutral,Unknown,66
387,fiscal,fiscalia,informa,neutral,Unknown,66
388,fiscal,clausura,informa,neutral,Unknown,66
389,anticorrupción,fiscalia,informa,neutral,Unknown,66
390,cristobal,fiscalia,informa,neutral,Unknown,66
391,clausura,fiscalia,informa,neutral,Unknown,66
392,claudia,fiscalia,informa,neutral,Unknown,66
393,viviana,fiscalia,informa,neutral,Unknown,66
394,johannes kaiser,lorena pizarro,denuncia,negative,Unknown,67
395,johannes kaiser,comisión ética,solicitar,neutral,Unknown,67
396,lorena pizarro,servicio médico legal,presidente,neutral,Unknown,67
397,servicio médico legal,poder judicial,entregar,negative,Unknown,67
398,jpe,gonzalowinter,tweet,neutral,Unknown,68
399,gonzalowinter,schalper,comparison,neutral,Unknown,68
400,raul soto,chile vamos,criticism,negative,Unknown,69
401,alvaro elizalde,chile vamos,criticism,negative,Unknown,69
402,raul soto,alvaro elizalde,discussion,neutral,Unknown,69
403,vlado mirosevic,partido liberal,presidencia,positive,Unknown,70
404,vlado mirosevic,cámara de diputadas y diputados,presidencia,positive,Unknown,70
405,vlado mirosevic,karol cariola,retiro,negative,Unknown,70
406,vlado mirosevic,independiente,apoyo,positive,Unknown,70
407,vlado mirosevic,rene alinco,interrupción,negative,Unknown,70
408,rene alinco,vlado mirosevic,aplausos,positive,Unknown,70
409,guillermo teillier,karol cariola,homenaje,positive,Unknown,71
410,guillermo teillier,jaime naranjo,iniciativa,positive,Unknown,71
411,guillermo teillier,party communist,contraprotesta,negative,Unknown,71
412,carlos bianchi,marco avila,renuncia,negative,Unknown,72
413,marco avila,vlado mirosevic,acusación,negative,Unknown,72
414,vlado mirosevic,marco avila,persigue,negative,Unknown,72
415,emol,tomas hirsch,interview,neutral,Unknown,73
416,tomas hirsch,gabriel boric,government,neutral,Unknown,73
417,tomas hirsch,servicio electoral,legalization,positive,Unknown,73
418,johannes kaiser,giorgio jackson,accusation,negative,Unknown,74
419,johannes kaiser,vlado mirosevic,order,neutral,Unknown,74
420,ricardo cifuentes,nelson venegas,preside,neutral,Unknown,75
421,ricardo cifuentes,carolina marzán,preside,neutral,Unknown,75
422,ricardo cifuentes,matías ramírez,preside,neutral,Unknown,75
423,ricardo cifuentes,andres jouannet,preside,neutral,Unknown,75
424,nelson venegas,carolina marzán,preside,neutral,Unknown,75
425,nelson venegas,matías ramírez,preside,neutral,Unknown,75
426,nelson venegas,andres jouannet,preside,neutral,Unknown,75
427,carolina marzán,matías ramírez,preside,neutral,Unknown,75
428,carolina marzán,andres jouannet,preside,neutral,Unknown,75
429,matías ramírez,andres jouannet,preside,neutral,Unknown,75
430,mauro gonzalez,comisión de pesca,respaldó,positive,Unknown,76
431,mauro gonzalez,jair sanchez perez,impactó,negative,Unknown,76
432,mauro gonzalez,almejas,contaminado,negative,Unknown,76
433,mauro gonzalez,marea roja,contaminado,negative,Unknown,76
434,nelson venegas,ps,propose,neutral,Unknown,77
435,nelson venegas,presidente,meet,neutral,Unknown,77
436,nelson venegas,vlado mirosevic,present,neutral,Unknown,77
437,karina oliva,tribunal supremo,denuncia,neutral,Unknown,78
438,karina oliva,servel,denuncia,neutral,Unknown,78
439,claudia mix,tribunal supremo,denuncia,neutral,Unknown,78
440,claudia mix,servel,denuncia,neutral,Unknown,78
441,camila rojas,tribunal supremo,denuncia,neutral,Unknown,78
442,camila rojas,servel,denuncia,neutral,Unknown,78
443,fiscalía metropolitana sur,tribunal supremo,denuncia,neutral,Unknown,78
444,fiscalía metropolitana sur,servel,denuncia,neutral,Unknown,78
445,corte de apelaciones de santiago,tribunal supremo,denuncia,neutral,Unknown,78
446,corte de apelaciones de santiago,servel,denuncia,neutral,Unknown,78
447,karina oliva,corte de apelaciones de santiago,recurso,neutral,Unknown,78
448,claudia mix,corte de apelaciones de santiago,recurso,neutral,Unknown,78
449,camila rojas,corte de apelaciones de santiago,recurso,neutral,Unknown,78
450,juan irarrázaval,partido republicano,anuncio,negative,Unknown,79
451,benjamin moreno,partido republicano,sostuvo,neutral,Unknown,79
452,partido republicano,udi,restarse,negative,Unknown,79
453,partido republicano,giorgio jackson,lider,neutral,Unknown,79
454,diego schalper,miguel mellado,colaborar,positive,Unknown,80
455,diego schalper,frank sauberbaum,colaborar,positive,Unknown,80
456,diego schalper,camila flores,colaborar,positive,Unknown,80
457,diego schalper,jose miguel castro,colaborar,positive,Unknown,80
458,diego schalper,paula labra,colaborar,positive,Unknown,80
459,miguel mellado,frank sauberbaum,colaborar,positive,Unknown,80
460,miguel mellado,camila flores,colaborar,positive,Unknown,80
461,miguel mellado,jose miguel castro,colaborar,positive,Unknown,80
462,miguel mellado,paula labra,colaborar,positive,Unknown,80
463,frank sauberbaum,camila flores,colaborar,positive,Unknown,80
